"occurrence_no","record_type","reid_no","flags","collection_no","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no","phylum","class","order","family","genus","lng","lat","formation","geological_group","member","lithdescript","lithology1","lithification1","minor_lithology1","lithology2","lithification2","minor_lithology2","environment","tectonic_setting","geology_comments"
"163855","occ","","","14674","Catopsalis joyneri","species","","recombined as","Valenopsalis joyneri","species","44971","Late Maastrichtian","","72.2","66","2333","Chordata","Mammalia","Multituberculata","Taeniolabididae","Valenopsalis","-106.099998","47.799999","Hell Creek","","","""The primary fossil-bearing facies, unit 3, is a heterogeneous yellowish-gray intraformational clay-pebble conglomerate...The clay pebbles are mostly autochthonous siltstone, rounded, and held in a fine- to medium-grained sandstone matrix.""","conglomerate","","argillaceous,sandy","","","","crevasse splay","","""sheet wash"""
"163856","occ","","","14674","Protungulatum gorgun","species","","","Protungulatum gorgun","species","51117","Late Maastrichtian","","72.2","66","2333","Chordata","Mammalia","Procreodi","Arctocyonidae","Protungulatum","-106.099998","47.799999","Hell Creek","","","""The primary fossil-bearing facies, unit 3, is a heterogeneous yellowish-gray intraformational clay-pebble conglomerate...The clay pebbles are mostly autochthonous siltstone, rounded, and held in a fine- to medium-grained sandstone matrix.""","conglomerate","","argillaceous,sandy","","","","crevasse splay","","""sheet wash"""
"163857","occ","","","14675","Mimatuta morgoth","species","","","Mimatuta morgoth","species","48620","Puercan","","66","63.4","2255","Chordata","Mammalia","Procreodi","Arctocyonidae","Mimatuta","-106.099998","47.799999","Hell Creek","","","","","","","","","","terrestrial indet.","",""
"163858","occ","","","14676","Stygimys kuszmauli","species","","","Stygimys kuszmauli","species","51835","Puercan","","66","63.4","2255","Chordata","Mammalia","Multituberculata","Eucosmodontidae","Stygimys","-106.099998","47.799999","Hell Creek","","","","","","","","","","terrestrial indet.","",""
"163859","occ","","","14676","Protungulatum gorgun","species","","","Protungulatum gorgun","species","51117","Puercan","","66","63.4","2255","Chordata","Mammalia","Procreodi","Arctocyonidae","Protungulatum","-106.099998","47.799999","Hell Creek","","","","","","","","","","terrestrial indet.","",""
"163860","occ","209","","14676","Baioconodon nordicus","species","44411","","Baioconodon nordicus","species","47793","Puercan","","66","63.4","6294","Chordata","Mammalia","Procreodi","Arctocyonidae","Baioconodon","-106.099998","47.799999","Hell Creek","","","","","","","","","","terrestrial indet.","",""
"163884","occ","","","14690","Mesodma sp.","genus","","","Mesodma","genus","39815","Puercan","","66","63.4","2255","Chordata","Mammalia","Multituberculata","Neoplagiaulacidae","Mesodma","-106.099998","47.799999","Hell Creek","","","","","","","","","","terrestrial indet.","",""
"163916","occ","","","14693","Baioconodon cf. nordicus","species","44411","","Baioconodon nordicus","species","47793","Puercan","","66","63.4","1985","Chordata","Mammalia","Procreodi","Arctocyonidae","Baioconodon","-104.800003","47.099998","Fort Union","","lower Ludlow","","","","","","","","terrestrial indet.","",""
"163917","occ","","","14694","Mimatuta minuial","species","","","Mimatuta minuial","species","48619","Puercan","","66","63.4","2255","Chordata","Mammalia","Procreodi","Arctocyonidae","Mimatuta","-106.099998","47.799999","","","","","","","","","","","terrestrial indet.","",""
"163918","occ","213","","14694","Baioconodon engdahli","species","44408","","Baioconodon engdahli","species","51285","Puercan","","66","63.4","6294","Chordata","Mammalia","Procreodi","Arctocyonidae","Baioconodon","-106.099998","47.799999","","","","","","","","","","","terrestrial indet.","",""
"163919","occ","214","","14694","Marsupialia indet.","unranked clade","","","Marsupialia","unranked clade","39937","Puercan","","66","63.4","6294","Chordata","Mammalia","","","","-106.099998","47.799999","","","","","","","","","","","terrestrial indet.","",""
"163921","occ","","","14696","Mesodma sp.","genus","","","Mesodma","genus","39815","Puercan","","66","63.4","2255","Chordata","Mammalia","Multituberculata","Neoplagiaulacidae","Mesodma","-106.099998","47.799999","Hell Creek","","","","","","","","","","terrestrial indet.","",""
"163922","occ","","","14696","Stygimys kuszmauli","species","","","Stygimys kuszmauli","species","51835","Puercan","","66","63.4","2255","Chordata","Mammalia","Multituberculata","Eucosmodontidae","Stygimys","-106.099998","47.799999","Hell Creek","","","","","","","","","","terrestrial indet.","",""
"163923","occ","","","14696","Cimexomys gratus","species","45102","recombined as","Stygimys gratus","species","46367","Puercan","","66","63.4","2255","Chordata","Mammalia","Multituberculata","Eucosmodontidae","Stygimys","-106.099998","47.799999","Hell Creek","","","","","","","","","","terrestrial indet.","",""
"163924","occ","","","14696","Cimexomys minor","species","","","Cimexomys minor","species","45108","Puercan","","66","63.4","2255","Chordata","Mammalia","Multituberculata","NO_FAMILY_SPECIFIED","Cimexomys","-106.099998","47.799999","Hell Creek","","","","","","","","","","terrestrial indet.","",""
"163925","occ","","","14696","Procerberus formicarum","species","","","Procerberus formicarum","species","50717","Puercan","","66","63.4","2255","Chordata","Mammalia","Cimolesta","Cimolestidae","Procerberus","-106.099998","47.799999","Hell Creek","","","","","","","","","","terrestrial indet.","",""
"163926","occ","","","14696","Oxyprimus erikseni","species","","","Oxyprimus erikseni","species","49568","Puercan","","66","63.4","2255","Chordata","Mammalia","Procreodi","Arctocyonidae","Oxyprimus","-106.099998","47.799999","Hell Creek","","","","","","","","","","terrestrial indet.","",""
"163927","occ","215","","14697","Baioconodon nordicus","species","44411","","Baioconodon nordicus","species","47793","Puercan","","66","63.4","6294","Chordata","Mammalia","Procreodi","Arctocyonidae","Baioconodon","-106.099998","47.799999","Hell Creek","","","","","","","","","","terrestrial indet.","",""
"163928","occ","","","14698","Mesodma sp.","genus","","","Mesodma","genus","39815","Puercan","","66","63.4","2255","Chordata","Mammalia","Multituberculata","Neoplagiaulacidae","Mesodma","-106.099998","47.799999","Hell Creek","","","","","","","","","","terrestrial indet.","",""
"163929","occ","","","14698","Stygimys kuszmauli","species","","","Stygimys kuszmauli","species","51835","Puercan","","66","63.4","2255","Chordata","Mammalia","Multituberculata","Eucosmodontidae","Stygimys","-106.099998","47.799999","Hell Creek","","","","","","","","","","terrestrial indet.","",""
"163930","occ","","","14698","Cimexomys gratus","species","45102","recombined as","Stygimys gratus","species","46367","Puercan","","66","63.4","2255","Chordata","Mammalia","Multituberculata","Eucosmodontidae","Stygimys","-106.099998","47.799999","Hell Creek","","","","","","","","","","terrestrial indet.","",""
"163931","occ","","","14698","Procerberus formicarum","species","","","Procerberus formicarum","species","50717","Puercan","","66","63.4","2255","Chordata","Mammalia","Cimolesta","Cimolestidae","Procerberus","-106.099998","47.799999","Hell Creek","","","","","","","","","","terrestrial indet.","",""
"163932","occ","","","14698","Protungulatum gorgun","species","","","Protungulatum gorgun","species","51117","Puercan","","66","63.4","2255","Chordata","Mammalia","Procreodi","Arctocyonidae","Protungulatum","-106.099998","47.799999","Hell Creek","","","","","","","","","","terrestrial indet.","",""
"163933","occ","","","14698","Oxyprimus erikseni","species","","","Oxyprimus erikseni","species","49568","Puercan","","66","63.4","2255","Chordata","Mammalia","Procreodi","Arctocyonidae","Oxyprimus","-106.099998","47.799999","Hell Creek","","","","","","","","","","terrestrial indet.","",""
"163934","occ","","","14699","Protungulatum donnae","species","","","Protungulatum donnae","species","51116","Puercan","","66","63.4","2255","Chordata","Mammalia","Procreodi","Arctocyonidae","Protungulatum","-106.099998","47.799999","Hell Creek","","","","","","","","","","terrestrial indet.","",""
"163935","occ","","","14699","Protungulatum gorgun","species","","","Protungulatum gorgun","species","51117","Puercan","","66","63.4","2255","Chordata","Mammalia","Procreodi","Arctocyonidae","Protungulatum","-106.099998","47.799999","Hell Creek","","","","","","","","","","terrestrial indet.","",""
"163936","occ","","","14699","Mimatuta morgoth","species","","","Mimatuta morgoth","species","48620","Puercan","","66","63.4","2255","Chordata","Mammalia","Procreodi","Arctocyonidae","Mimatuta","-106.099998","47.799999","Hell Creek","","","","","","","","","","terrestrial indet.","",""
"163937","occ","","","14699","Oxyprimus erikseni","species","","","Oxyprimus erikseni","species","49568","Puercan","","66","63.4","2255","Chordata","Mammalia","Procreodi","Arctocyonidae","Oxyprimus","-106.099998","47.799999","Hell Creek","","","","","","","","","","terrestrial indet.","",""
"163938","occ","216","","14699","Baioconodon nordicus","species","44411","","Baioconodon nordicus","species","47793","Puercan","","66","63.4","6294","Chordata","Mammalia","Procreodi","Arctocyonidae","Baioconodon","-106.099998","47.799999","Hell Creek","","","","","","","","","","terrestrial indet.","",""
"163939","occ","217","","14700","Baioconodon nordicus","species","44411","","Baioconodon nordicus","species","47793","Puercan","","66","63.4","6294","Chordata","Mammalia","Procreodi","Arctocyonidae","Baioconodon","-106.099998","47.799999","Hell Creek","","","","","","","","","","terrestrial indet.","",""
"163940","occ","","","14701","Mesodma sp.","genus","","","Mesodma","genus","39815","Puercan","","66","63.4","2255","Chordata","Mammalia","Multituberculata","Neoplagiaulacidae","Mesodma","-106.099998","47.799999","Hell Creek","","","","","","","","","","terrestrial indet.","",""
"163941","occ","","","14701","Cimexomys minor","species","","","Cimexomys minor","species","45108","Puercan","","66","63.4","2255","Chordata","Mammalia","Multituberculata","NO_FAMILY_SPECIFIED","Cimexomys","-106.099998","47.799999","Hell Creek","","","","","","","","","","terrestrial indet.","",""
"163942","occ","","","14701","Mimatuta minuial","species","","","Mimatuta minuial","species","48619","Puercan","","66","63.4","2255","Chordata","Mammalia","Procreodi","Arctocyonidae","Mimatuta","-106.099998","47.799999","Hell Creek","","","","","","","","","","terrestrial indet.","",""
"163943","occ","","","14702","Mesodma sp.","genus","","","Mesodma","genus","39815","Puercan","","66","63.4","2255","Chordata","Mammalia","Multituberculata","Neoplagiaulacidae","Mesodma","-106.099998","47.799999","Hell Creek","","","","","","","","","","terrestrial indet.","",""
"163944","occ","","","14702","Stygimys kuszmauli","species","","","Stygimys kuszmauli","species","51835","Puercan","","66","63.4","2255","Chordata","Mammalia","Multituberculata","Eucosmodontidae","Stygimys","-106.099998","47.799999","Hell Creek","","","","","","","","","","terrestrial indet.","",""
"163945","occ","","","14702","Cimexomys gratus","species","45102","recombined as","Stygimys gratus","species","46367","Puercan","","66","63.4","2255","Chordata","Mammalia","Multituberculata","Eucosmodontidae","Stygimys","-106.099998","47.799999","Hell Creek","","","","","","","","","","terrestrial indet.","",""
"163946","occ","","","14702","Oxyprimus erikseni","species","","","Oxyprimus erikseni","species","49568","Puercan","","66","63.4","2255","Chordata","Mammalia","Procreodi","Arctocyonidae","Oxyprimus","-106.099998","47.799999","Hell Creek","","","","","","","","","","terrestrial indet.","",""
"163964","occ","","","14704","Procerberus sp.","genus","","","Procerberus","genus","40239","Puercan","","66","63.4","2585","Chordata","Mammalia","Cimolesta","Cimolestidae","Procerberus","-106.550003","47.700001","Tullock","","","","","","","","","","terrestrial indet.","",""
"163965","occ","","","14705","Protungulatum donnae","species","","","Protungulatum donnae","species","51116","Puercan","","66","63.4","3199","Chordata","Mammalia","Procreodi","Arctocyonidae","Protungulatum","-106.206497","47.797298","Hell Creek","","","","","","","","","","terrestrial indet.","",""
"163966","occ","","","14705","Protungulatum gorgun","species","","","Protungulatum gorgun","species","51117","Puercan","","66","63.4","3199","Chordata","Mammalia","Procreodi","Arctocyonidae","Protungulatum","-106.206497","47.797298","Hell Creek","","","","","","","","","","terrestrial indet.","",""
"163967","occ","","","14705","Mimatuta cf. morgoth","species","","","Mimatuta morgoth","species","48620","Puercan","","66","63.4","3199","Chordata","Mammalia","Procreodi","Arctocyonidae","Mimatuta","-106.206497","47.797298","Hell Creek","","","","","","","","","","terrestrial indet.","",""
"163968","occ","","","14705","Mimatuta cf. minuial","species","","","Mimatuta minuial","species","48619","Puercan","","66","63.4","3199","Chordata","Mammalia","Procreodi","Arctocyonidae","Mimatuta","-106.206497","47.797298","Hell Creek","","","","","","","","","","terrestrial indet.","",""
"163969","occ","219","","14705","Baioconodon cf. nordicus","species","44411","","Baioconodon nordicus","species","47793","Puercan","","66","63.4","6294","Chordata","Mammalia","Procreodi","Arctocyonidae","Baioconodon","-106.206497","47.797298","Hell Creek","","","","","","","","","","terrestrial indet.","",""
"163970","occ","","","14705","Baioconodon cf. engdahli","species","44408","","Baioconodon engdahli","species","51285","Puercan","","66","63.4","3199","Chordata","Mammalia","Procreodi","Arctocyonidae","Baioconodon","-106.206497","47.797298","Hell Creek","","","","","","","","","","terrestrial indet.","",""
"163971","occ","","","14705","Oxyprimus erikseni","species","","","Oxyprimus erikseni","species","49568","Puercan","","66","63.4","3199","Chordata","Mammalia","Procreodi","Arctocyonidae","Oxyprimus","-106.206497","47.797298","Hell Creek","","","","","","","","","","terrestrial indet.","",""
"163972","occ","","","14705","Oxyprimus sp.","genus","","","Oxyprimus","genus","42255","Puercan","","66","63.4","3199","Chordata","Mammalia","Procreodi","Arctocyonidae","Oxyprimus","-106.206497","47.797298","Hell Creek","","","","","","","","","","terrestrial indet.","",""
