"occurrence_no","record_type","reid_no","flags","collection_no","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no","phylum","class","order","family","genus","lng","lat","formation","geological_group","member","lithdescript","lithology1","lithification1","minor_lithology1","lithology2","lithification2","minor_lithology2","environment","tectonic_setting","geology_comments"
"163589","occ","","","14624","Pediomys krejcii","species","","recombined as","Leptalestes krejcii","species","50068","Lancian","","72.2","66","2255","Chordata","Mammalia","NO_ORDER_SPECIFIED","Pediomyidae","Leptalestes","-106.199997","47.633301","Hell Creek","","","","","","","","","","terrestrial indet.","",""
"163590","occ","","","14624","Pediomys florencae","species","","recombined as","Protolambda florencae","species","50066","Lancian","","72.2","66","2255","Chordata","Mammalia","NO_ORDER_SPECIFIED","Pediomyidae","Protolambda","-106.199997","47.633301","Hell Creek","","","","","","","","","","terrestrial indet.","",""
"163591","occ","","","14624","Pediomys elegans","species","","","Pediomys elegans","species","50063","Lancian","","72.2","66","2255","Chordata","Mammalia","NO_ORDER_SPECIFIED","Pediomyidae","Pediomys","-106.199997","47.633301","Hell Creek","","","","","","","","","","terrestrial indet.","",""
"163592","occ","162","","14624","Turgidodon rhaister","species","52541","","Turgidodon rhaister","species","43925","Lancian","","72.2","66","6294","Chordata","Mammalia","NO_ORDER_SPECIFIED","Alphadontidae","Turgidodon","-106.199997","47.633301","Hell Creek","","","","","","","","","","terrestrial indet.","",""
"163593","occ","","","14624","Alphadon marshi","species","","","Alphadon marshi","species","43921","Lancian","","72.2","66","2255","Chordata","Mammalia","NO_ORDER_SPECIFIED","Alphadontidae","Alphadon","-106.199997","47.633301","Hell Creek","","","","","","","","","","terrestrial indet.","",""
"163594","occ","163","","14624","Alphadontidae indet.","family","","","Alphadontidae","family","67663","Lancian","","72.2","66","6294","Chordata","Mammalia","NO_ORDER_SPECIFIED","Alphadontidae","","-106.199997","47.633301","Hell Creek","","","","","","","","","","terrestrial indet.","",""
"163595","occ","","","14624","Glasbius twitchelli","species","","","Glasbius twitchelli","species","46653","Lancian","","72.2","66","2255","Chordata","Mammalia","NO_ORDER_SPECIFIED","Glasbiidae","Glasbius","-106.199997","47.633301","Hell Creek","","","","","","","","","","terrestrial indet.","",""
"163596","occ","","","14624","Didelphodon vorax","species","","","Didelphodon vorax","species","45711","Lancian","","72.2","66","2255","Chordata","Mammalia","NO_ORDER_SPECIFIED","Stagodontidae","Didelphodon","-106.199997","47.633301","Hell Creek","","","","","","","","","","terrestrial indet.","",""
"163597","occ","","","14624","Gypsonictops illuminatus","species","","","Gypsonictops illuminatus","species","46755","Lancian","","72.2","66","2255","Chordata","Mammalia","NO_ORDER_SPECIFIED","Gypsonictopidae","Gypsonictops","-106.199997","47.633301","Hell Creek","","","","","","","","","","terrestrial indet.","",""
"163601","occ","","","14627","Didelphodon vorax","species","","","Didelphodon vorax","species","45711","Lancian","","72.2","66","2255","Chordata","Mammalia","NO_ORDER_SPECIFIED","Stagodontidae","Didelphodon","-106.099998","47.799999","Hell Creek","","","","","","","","","","terrestrial indet.","",""
"163602","occ","","","14628","Didelphodon vorax","species","","","Didelphodon vorax","species","45711","Lancian","","72.2","66","2255","Chordata","Mammalia","NO_ORDER_SPECIFIED","Stagodontidae","Didelphodon","-106.099998","47.799999","Hell Creek","","","","","","","","","","terrestrial indet.","",""
"163603","occ","","","14629","Meniscoessus robustus","species","48076","","Meniscoessus robustus","species","45847","Lancian","","72.2","66","2255","Chordata","Mammalia","Multituberculata","Cimolomyidae","Meniscoessus","-106.199997","47.633301","Hell Creek","","","","","","","","","","terrestrial indet.","",""
"163659","occ","","","14639","Mesodma cf. formosa","species","48344","","Mesodma formosa","species","46767","Lancian","","72.2","66","960","Chordata","Mammalia","Multituberculata","Neoplagiaulacidae","Mesodma","-107.050003","47.516701","Hell Creek","","","","sandstone","","","","","","coarse channel fill","",""
"163660","occ","","","14639","Cimolodon nitidus","species","","","Cimolodon nitidus","species","45122","Lancian","","72.2","66","960","Chordata","Mammalia","Multituberculata","Cimolodontidae","Cimolodon","-107.050003","47.516701","Hell Creek","","","","sandstone","","","","","","coarse channel fill","",""
"163661","occ","","","14639","Meniscoessus robustus","species","48076","","Meniscoessus robustus","species","45847","Lancian","","72.2","66","960","Chordata","Mammalia","Multituberculata","Cimolomyidae","Meniscoessus","-107.050003","47.516701","Hell Creek","","","","sandstone","","","","","","coarse channel fill","",""
"163662","occ","172","","14639","Alphadon sp.","genus","","","Alphadon","genus","39947","Lancian","","72.2","66","6294","Chordata","Mammalia","NO_ORDER_SPECIFIED","Alphadontidae","Alphadon","-107.050003","47.516701","Hell Creek","","","","sandstone","","","","","","coarse channel fill","",""
"163663","occ","","","14639","Pediomys florencae","species","","recombined as","Protolambda florencae","species","50066","Lancian","","72.2","66","960","Chordata","Mammalia","NO_ORDER_SPECIFIED","Pediomyidae","Protolambda","-107.050003","47.516701","Hell Creek","","","","sandstone","","","","","","coarse channel fill","",""
"163682","occ","","","14645","Meniscoessus robustus","species","48076","","Meniscoessus robustus","species","45847","Lancian","","72.2","66","2255","Chordata","Mammalia","Multituberculata","Cimolomyidae","Meniscoessus","-106.099998","47.799999","Hell Creek","","","","","","","","","","terrestrial indet.","",""
"163683","occ","","","14646","Meniscoessus robustus","species","48076","","Meniscoessus robustus","species","45847","Lancian","","72.2","66","2255","Chordata","Mammalia","Multituberculata","Cimolomyidae","Meniscoessus","-106.099998","47.799999","Hell Creek","","","","","","","","","","channel lag","",""
"163684","occ","","","14646","Didelphodon vorax","species","","","Didelphodon vorax","species","45711","Lancian","","72.2","66","2255","Chordata","Mammalia","NO_ORDER_SPECIFIED","Stagodontidae","Didelphodon","-106.099998","47.799999","Hell Creek","","","","","","","","","","channel lag","",""
"163685","occ","","","14647","Meniscoessus robustus","species","48076","","Meniscoessus robustus","species","45847","Lancian","","72.2","66","2255","Chordata","Mammalia","Multituberculata","Cimolomyidae","Meniscoessus","-106.183296","47.616699","Hell Creek","","","","","","","","","","channel lag","",""
"163686","occ","","","14647","Pediomys hatcheri","species","50067","recombined as","Protolambda hatcheri","species","51058","Lancian","","72.2","66","2255","Chordata","Mammalia","NO_ORDER_SPECIFIED","Pediomyidae","Protolambda","-106.183296","47.616699","Hell Creek","","","","","","","","","","channel lag","",""
"163687","occ","","","14647","Pediomys florencae","species","","recombined as","Protolambda florencae","species","50066","Lancian","","72.2","66","2255","Chordata","Mammalia","NO_ORDER_SPECIFIED","Pediomyidae","Protolambda","-106.183296","47.616699","Hell Creek","","","","","","","","","","channel lag","",""
"163688","occ","173","","14647","Alphadontidae indet.","family","","","Alphadontidae","family","67663","Lancian","","72.2","66","6294","Chordata","Mammalia","NO_ORDER_SPECIFIED","Alphadontidae","","-106.183296","47.616699","Hell Creek","","","","","","","","","","channel lag","",""
"163689","occ","","","14647","Glasbius twitchelli","species","","","Glasbius twitchelli","species","46653","Lancian","","72.2","66","2255","Chordata","Mammalia","NO_ORDER_SPECIFIED","Glasbiidae","Glasbius","-106.183296","47.616699","Hell Creek","","","","","","","","","","channel lag","",""
"163690","occ","","","14647","Didelphodon vorax","species","","","Didelphodon vorax","species","45711","Lancian","","72.2","66","2255","Chordata","Mammalia","NO_ORDER_SPECIFIED","Stagodontidae","Didelphodon","-106.183296","47.616699","Hell Creek","","","","","","","","","","channel lag","",""
"163691","occ","","","14647","Gypsonictops illuminatus","species","","","Gypsonictops illuminatus","species","46755","Lancian","","72.2","66","2255","Chordata","Mammalia","NO_ORDER_SPECIFIED","Gypsonictopidae","Gypsonictops","-106.183296","47.616699","Hell Creek","","","","","","","","","","channel lag","",""
"163692","occ","","","14648","Pediomys krejcii","species","","recombined as","Leptalestes krejcii","species","50068","Lancian","","72.2","66","2255","Chordata","Mammalia","NO_ORDER_SPECIFIED","Pediomyidae","Leptalestes","-106.099998","47.799999","Hell Creek","","","","","","","","","","channel lag","",""
"163693","occ","174","","14648","Turgidodon rhaister","species","52541","","Turgidodon rhaister","species","43925","Lancian","","72.2","66","6294","Chordata","Mammalia","NO_ORDER_SPECIFIED","Alphadontidae","Turgidodon","-106.099998","47.799999","Hell Creek","","","","","","","","","","channel lag","",""
"163694","occ","","","14649","Meniscoessus robustus","species","48076","","Meniscoessus robustus","species","45847","Lancian","","72.2","66","2255","Chordata","Mammalia","Multituberculata","Cimolomyidae","Meniscoessus","-106.183296","47.616699","Hell Creek","","","","","","","","","","channel lag","",""
"163695","occ","","","14649","Pediomys hatcheri","species","50067","recombined as","Protolambda hatcheri","species","51058","Lancian","","72.2","66","2255","Chordata","Mammalia","NO_ORDER_SPECIFIED","Pediomyidae","Protolambda","-106.183296","47.616699","Hell Creek","","","","","","","","","","channel lag","",""
"163696","occ","","","14649","Pediomys krejcii","species","","recombined as","Leptalestes krejcii","species","50068","Lancian","","72.2","66","2255","Chordata","Mammalia","NO_ORDER_SPECIFIED","Pediomyidae","Leptalestes","-106.183296","47.616699","Hell Creek","","","","","","","","","","channel lag","",""
"163697","occ","","","14649","Pediomys elegans","species","","","Pediomys elegans","species","50063","Lancian","","72.2","66","2255","Chordata","Mammalia","NO_ORDER_SPECIFIED","Pediomyidae","Pediomys","-106.183296","47.616699","Hell Creek","","","","","","","","","","channel lag","",""
"163698","occ","19468","","14649","Pediomyidae indet.","family","39999","","Pediomyidae","family","209133","Lancian","","72.2","66","19636","Chordata","Mammalia","NO_ORDER_SPECIFIED","Pediomyidae","","-106.183296","47.616699","Hell Creek","","","","","","","","","","channel lag","",""
"163699","occ","175","","14649","Alphadon sp.","genus","","","Alphadon","genus","39947","Lancian","","72.2","66","6294","Chordata","Mammalia","NO_ORDER_SPECIFIED","Alphadontidae","Alphadon","-106.183296","47.616699","Hell Creek","","","","","","","","","","channel lag","",""
"163700","occ","176","","14649","Alphadontidae indet.","family","","","Alphadontidae","family","67663","Lancian","","72.2","66","6294","Chordata","Mammalia","NO_ORDER_SPECIFIED","Alphadontidae","","-106.183296","47.616699","Hell Creek","","","","","","","","","","channel lag","",""
"163701","occ","","","14649","Glasbius twitchelli","species","","","Glasbius twitchelli","species","46653","Lancian","","72.2","66","2255","Chordata","Mammalia","NO_ORDER_SPECIFIED","Glasbiidae","Glasbius","-106.183296","47.616699","Hell Creek","","","","","","","","","","channel lag","",""
"163702","occ","","","14649","Didelphodon vorax","species","","","Didelphodon vorax","species","45711","Lancian","","72.2","66","2255","Chordata","Mammalia","NO_ORDER_SPECIFIED","Stagodontidae","Didelphodon","-106.183296","47.616699","Hell Creek","","","","","","","","","","channel lag","",""
"163703","occ","","","14650","Meniscoessus robustus","species","48076","","Meniscoessus robustus","species","45847","Lancian","","72.2","66","2255","Chordata","Mammalia","Multituberculata","Cimolomyidae","Meniscoessus","-106.183296","47.616699","Hell Creek","","","","","","","","","","channel lag","",""
"163704","occ","","","14650","Pediomys florencae","species","","recombined as","Protolambda florencae","species","50066","Lancian","","72.2","66","2255","Chordata","Mammalia","NO_ORDER_SPECIFIED","Pediomyidae","Protolambda","-106.183296","47.616699","Hell Creek","","","","","","","","","","channel lag","",""
"163705","occ","","","14650","Pediomys elegans","species","","","Pediomys elegans","species","50063","Lancian","","72.2","66","2255","Chordata","Mammalia","NO_ORDER_SPECIFIED","Pediomyidae","Pediomys","-106.183296","47.616699","Hell Creek","","","","","","","","","","channel lag","",""
"163706","occ","19469","","14650","Pediomyidae indet.","family","39999","","Pediomyidae","family","209133","Lancian","","72.2","66","19636","Chordata","Mammalia","NO_ORDER_SPECIFIED","Pediomyidae","","-106.183296","47.616699","Hell Creek","","","","","","","","","","channel lag","",""
"163707","occ","177","","14650","Alphadontidae indet.","family","","","Alphadontidae","family","67663","Lancian","","72.2","66","6294","Chordata","Mammalia","NO_ORDER_SPECIFIED","Alphadontidae","","-106.183296","47.616699","Hell Creek","","","","","","","","","","channel lag","",""
"163708","occ","","","14650","Glasbius twitchelli","species","","","Glasbius twitchelli","species","46653","Lancian","","72.2","66","2255","Chordata","Mammalia","NO_ORDER_SPECIFIED","Glasbiidae","Glasbius","-106.183296","47.616699","Hell Creek","","","","","","","","","","channel lag","",""
"163709","occ","","","14650","Gypsonictops illuminatus","species","","","Gypsonictops illuminatus","species","46755","Lancian","","72.2","66","2255","Chordata","Mammalia","NO_ORDER_SPECIFIED","Gypsonictopidae","Gypsonictops","-106.183296","47.616699","Hell Creek","","","","","","","","","","channel lag","",""
"163710","occ","","","14650","Batodon tenuis","species","","","Batodon tenuis","species","44482","Lancian","","72.2","66","2255","Chordata","Mammalia","Cimolesta","Cimolestidae","Batodon","-106.183296","47.616699","Hell Creek","","","","","","","","","","channel lag","",""
"163711","occ","","","14651","Meniscoessus robustus","species","48076","","Meniscoessus robustus","species","45847","Lancian","","72.2","66","2255","Chordata","Mammalia","Multituberculata","Cimolomyidae","Meniscoessus","-106.183296","47.616699","Hell Creek","","","","","","","","","","terrestrial indet.","",""
"163712","occ","","","14652","Meniscoessus robustus","species","48076","","Meniscoessus robustus","species","45847","Lancian","","72.2","66","1985","Chordata","Mammalia","Multituberculata","Cimolomyidae","Meniscoessus","-104.800003","47.099998","Hell Creek","","","","","","","","","","terrestrial indet.","",""
"163713","occ","","","14652","""Pediomys"" hatcheri","species","50067","recombined as","Protolambda hatcheri","species","51058","Lancian","","72.2","66","1985","Chordata","Mammalia","NO_ORDER_SPECIFIED","Pediomyidae","Protolambda","-104.800003","47.099998","Hell Creek","","","","","","","","","","terrestrial indet.","",""
"163714","occ","","","14653","Cimolomys gracilis","species","","","Cimolomys gracilis","species","45127","Lancian","","72.2","66","960","Chordata","Mammalia","Multituberculata","Cimolomyidae","Cimolomys","-106.283302","47.599998","Hell Creek","Montana","Upper","","sandstone","","","","","","terrestrial indet.","",""
"163715","occ","","","14653","Meniscoessus robustus","species","48076","","Meniscoessus robustus","species","45847","Lancian","","72.2","66","960","Chordata","Mammalia","Multituberculata","Cimolomyidae","Meniscoessus","-106.283302","47.599998","Hell Creek","Montana","Upper","","sandstone","","","","","","terrestrial indet.","",""
"163716","occ","","","14653","Pediomys florencae","species","","recombined as","Protolambda florencae","species","50066","Lancian","","72.2","66","960","Chordata","Mammalia","NO_ORDER_SPECIFIED","Pediomyidae","Protolambda","-106.283302","47.599998","Hell Creek","Montana","Upper","","sandstone","","","","","","terrestrial indet.","",""
"163717","occ","","","14653","Didelphodon vorax","species","","","Didelphodon vorax","species","45711","Lancian","","72.2","66","960","Chordata","Mammalia","NO_ORDER_SPECIFIED","Stagodontidae","Didelphodon","-106.283302","47.599998","Hell Creek","Montana","Upper","","sandstone","","","","","","terrestrial indet.","",""
"163718","occ","","","14654","Meniscoessus robustus","species","48076","","Meniscoessus robustus","species","45847","Lancian","","72.2","66","960","Chordata","Mammalia","Multituberculata","Cimolomyidae","Meniscoessus","-106.266701","47.599998","Hell Creek","Montana","Upper","","sandstone","","","","","","coarse channel fill","",""
"163719","occ","","","14654","Didelphodon vorax","species","","","Didelphodon vorax","species","45711","Lancian","","72.2","66","960","Chordata","Mammalia","NO_ORDER_SPECIFIED","Stagodontidae","Didelphodon","-106.266701","47.599998","Hell Creek","Montana","Upper","","sandstone","","","","","","coarse channel fill","",""
"163720","occ","","","14654","Cimolestes cf. cerberoides","species","","recombined as","Ambilestes cerberoides","species","45112","Lancian","","72.2","66","960","Chordata","Mammalia","Cimolesta","Cimolestidae","Ambilestes","-106.266701","47.599998","Hell Creek","Montana","Upper","","sandstone","","","","","","coarse channel fill","",""
"163769","occ","","","14660","Mesodma sp.","genus","","","Mesodma","genus","39815","Puercan","","66","63.4","2255","Chordata","Mammalia","Multituberculata","Neoplagiaulacidae","Mesodma","-106.099998","47.799999","Hell Creek","","","","","","","","","","terrestrial indet.","",""
"163770","occ","","","14660","Stygimys kuszmauli","species","","","Stygimys kuszmauli","species","51835","Puercan","","66","63.4","2255","Chordata","Mammalia","Multituberculata","Eucosmodontidae","Stygimys","-106.099998","47.799999","Hell Creek","","","","","","","","","","terrestrial indet.","",""
"163771","occ","","","14660","Catopsalis joyneri","species","","recombined as","Valenopsalis joyneri","species","44971","Puercan","","66","63.4","2255","Chordata","Mammalia","Multituberculata","Taeniolabididae","Valenopsalis","-106.099998","47.799999","Hell Creek","","","","","","","","","","terrestrial indet.","",""
"163772","occ","","","14660","Procerberus formicarum","species","","","Procerberus formicarum","species","50717","Puercan","","66","63.4","2255","Chordata","Mammalia","Cimolesta","Cimolestidae","Procerberus","-106.099998","47.799999","Hell Creek","","","","","","","","","","terrestrial indet.","",""
"163773","occ","","","14660","Oxyprimus erikseni","species","","","Oxyprimus erikseni","species","49568","Puercan","","66","63.4","2255","Chordata","Mammalia","Procreodi","Arctocyonidae","Oxyprimus","-106.099998","47.799999","Hell Creek","","","","","","","","","","terrestrial indet.","",""
"163774","occ","193","","14660","Baioconodon nordicus","species","44411","","Baioconodon nordicus","species","47793","Puercan","","66","63.4","6294","Chordata","Mammalia","Procreodi","Arctocyonidae","Baioconodon","-106.099998","47.799999","Hell Creek","","","","","","","","","","terrestrial indet.","",""
"163807","occ","","","14663","Stygimys kuszmauli","species","","","Stygimys kuszmauli","species","51835","Puercan","","66","63.4","2255","Chordata","Mammalia","Multituberculata","Eucosmodontidae","Stygimys","-106.099998","47.799999","Hell Creek","","","","","","","","","","terrestrial indet.","",""
"163808","occ","","","14663","Protungulatum donnae","species","","","Protungulatum donnae","species","51116","Puercan","","66","63.4","2255","Chordata","Mammalia","Procreodi","Arctocyonidae","Protungulatum","-106.099998","47.799999","Hell Creek","","","","","","","","","","terrestrial indet.","",""
"163809","occ","","","14664","Taeniolabis lamberti n. sp.","species","","","Taeniolabis lamberti","species","51984","Puercan","","66","63.4","3122","Chordata","Mammalia","Multituberculata","Taeniolabididae","Taeniolabis","-104.500000","46.299999","Ludlow","","","","","","","","","","terrestrial indet.","",""
"163810","occ","","","14665","Oxyprimus sp.","genus","","","Oxyprimus","genus","42255","Puercan","","66","63.4","2255","Chordata","Mammalia","Procreodi","Arctocyonidae","Oxyprimus","-106.099998","47.799999","","","","","","","","","","","terrestrial indet.","",""
"163811","occ","","","14666","Microcosmodon harleyi","species","","","Microcosmodon harleyi","species","48508","Puercan","","66","63.4","3583","Chordata","Mammalia","Multituberculata","Microcosmodontidae","Microcosmodon","-107.000000","47.599998","Fort Union","","Tullock","""buff to yellowish silts and sands deposited in stacked channels. Dramatic cross-cutting...""","siltstone","","","sandstone","","","fine channel fill","",""
"163812","occ","","","14666","Prodiacodon crustulum n. sp.","species","","","Prodiacodon crustulum","species","50746","Puercan","","66","63.4","2662","Chordata","Mammalia","NO_ORDER_SPECIFIED","Leptictidae","Prodiacodon","-107.000000","47.599998","Fort Union","","Tullock","""buff to yellowish silts and sands deposited in stacked channels. Dramatic cross-cutting...""","siltstone","","","sandstone","","","fine channel fill","",""
"163813","occ","","","14667","Protungulatum donnae","species","","","Protungulatum donnae","species","51116","Puercan","","66","63.4","2255","Chordata","Mammalia","Procreodi","Arctocyonidae","Protungulatum","-106.099998","47.799999","Hell Creek","","","","","","","","","","terrestrial indet.","",""
"163814","occ","","","14668","Catopsalis sp.","genus","","","Catopsalis","genus","39829","Puercan","","66","63.4","2255","Chordata","Mammalia","Multituberculata","Taeniolabididae","Catopsalis","-106.099998","47.799999","Hell Creek","","","","","","","","","","terrestrial indet.","",""
"163815","occ","","","14668","Mimatuta sp.","genus","","","Mimatuta","genus","42278","Puercan","","66","63.4","2255","Chordata","Mammalia","Procreodi","Arctocyonidae","Mimatuta","-106.099998","47.799999","Hell Creek","","","","","","","","","","terrestrial indet.","",""
"163816","occ","206","","14668","Baioconodon nordicus","species","44411","","Baioconodon nordicus","species","47793","Puercan","","66","63.4","6294","Chordata","Mammalia","Procreodi","Arctocyonidae","Baioconodon","-106.099998","47.799999","Hell Creek","","","","","","","","","","terrestrial indet.","",""
"163817","occ","","","14669","Mesodma sp.","genus","","","Mesodma","genus","39815","Puercan","","66","63.4","2255","Chordata","Mammalia","Multituberculata","Neoplagiaulacidae","Mesodma","-106.099998","47.799999","Hell Creek","","","","","","","","","","terrestrial indet.","",""
"163818","occ","","","14669","Stygimys kuszmauli","species","","","Stygimys kuszmauli","species","51835","Puercan","","66","63.4","2255","Chordata","Mammalia","Multituberculata","Eucosmodontidae","Stygimys","-106.099998","47.799999","Hell Creek","","","","","","","","","","terrestrial indet.","",""
"163819","occ","","","14669","Cimexomys gratus","species","45102","recombined as","Stygimys gratus","species","46367","Puercan","","66","63.4","2255","Chordata","Mammalia","Multituberculata","Eucosmodontidae","Stygimys","-106.099998","47.799999","Hell Creek","","","","","","","","","","terrestrial indet.","",""
"163820","occ","","","14669","Cimexomys minor","species","","","Cimexomys minor","species","45108","Puercan","","66","63.4","2255","Chordata","Mammalia","Multituberculata","NO_FAMILY_SPECIFIED","Cimexomys","-106.099998","47.799999","Hell Creek","","","","","","","","","","terrestrial indet.","",""
"163821","occ","","","14669","Procerberus formicarum","species","","","Procerberus formicarum","species","50717","Puercan","","66","63.4","2255","Chordata","Mammalia","Cimolesta","Cimolestidae","Procerberus","-106.099998","47.799999","Hell Creek","","","","","","","","","","terrestrial indet.","",""
"163822","occ","","","14669","Mimatuta sp.","genus","","","Mimatuta","genus","42278","Puercan","","66","63.4","2255","Chordata","Mammalia","Procreodi","Arctocyonidae","Mimatuta","-106.099998","47.799999","Hell Creek","","","","","","","","","","terrestrial indet.","",""
"163823","occ","207","","14669","Baioconodon nordicus","species","44411","","Baioconodon nordicus","species","47793","Puercan","","66","63.4","6294","Chordata","Mammalia","Procreodi","Arctocyonidae","Baioconodon","-106.099998","47.799999","Hell Creek","","","","","","","","","","terrestrial indet.","",""
"163833","occ","","","14671","Cimolestes incisus","species","","","Cimolestes incisus","species","45115","Puercan","","66","63.4","962","Chordata","Mammalia","Cimolesta","Cimolestidae","Cimolestes","-106.099998","47.799999","Hell Creek","","","","","","","","","","terrestrial indet.","",""
"163834","occ","","","14516","Cimolestes magnus","species","","recombined as","Altacreodus magnus","species","45117","Lancian","","72.2","66","962","Chordata","Mammalia","Creodonta","NO_FAMILY_SPECIFIED","Altacreodus","-106.099998","47.799999","Hell Creek","","","","","","","","","","terrestrial indet.","",""
"163835","occ","","","14671","Mesodma sp.","genus","","","Mesodma","genus","39815","Puercan","","66","63.4","962","Chordata","Mammalia","Multituberculata","Neoplagiaulacidae","Mesodma","-106.099998","47.799999","Hell Creek","","","","","","","","","","terrestrial indet.","",""
"163836","occ","","","14671","Cimexomys gratus","species","45102","recombined as","Stygimys gratus","species","46367","Puercan","","66","63.4","2255","Chordata","Mammalia","Multituberculata","Eucosmodontidae","Stygimys","-106.099998","47.799999","Hell Creek","","","","","","","","","","terrestrial indet.","",""
"163837","occ","","","14671","Cimexomys minor n. sp.","species","","","Cimexomys minor","species","45108","Puercan","","66","63.4","962","Chordata","Mammalia","Multituberculata","NO_FAMILY_SPECIFIED","Cimexomys","-106.099998","47.799999","Hell Creek","","","","","","","","","","terrestrial indet.","",""
"163838","occ","","","14671","Stygimys kuszmauli n. sp.","species","","","Stygimys kuszmauli","species","51835","Puercan","","66","63.4","962","Chordata","Mammalia","Multituberculata","Eucosmodontidae","Stygimys","-106.099998","47.799999","Hell Creek","","","","","","","","","","terrestrial indet.","",""
"163839","occ","","","14671","Protungulatum donnae","species","","","Protungulatum donnae","species","51116","Puercan","","66","63.4","962","Chordata","Mammalia","Procreodi","Arctocyonidae","Protungulatum","-106.099998","47.799999","Hell Creek","","","","","","","","","","terrestrial indet.","",""
"163840","occ","","","14671","Oxyprimus erikseni","species","","","Oxyprimus erikseni","species","49568","Puercan","","66","63.4","2331","Chordata","Mammalia","Procreodi","Arctocyonidae","Oxyprimus","-106.099998","47.799999","Hell Creek","","","","","","","","","","terrestrial indet.","",""
"163841","occ","","","14671","Mimatuta morgoth","species","","","Mimatuta morgoth","species","48620","Puercan","","66","63.4","2331","Chordata","Mammalia","Procreodi","Arctocyonidae","Mimatuta","-106.099998","47.799999","Hell Creek","","","","","","","","","","terrestrial indet.","",""
"163842","occ","","","14671","Catopsalis joyneri n. sp.","species","","recombined as","Valenopsalis joyneri","species","44971","Puercan","","66","63.4","962","Chordata","Mammalia","Multituberculata","Taeniolabididae","Valenopsalis","-106.099998","47.799999","Hell Creek","","","","","","","","","","terrestrial indet.","",""
"163843","occ","","","14671","Procerberus formicarum n. sp.","species","","","Procerberus formicarum","species","50717","Puercan","","66","63.4","962","Chordata","Mammalia","Cimolesta","Cimolestidae","Procerberus","-106.099998","47.799999","Hell Creek","","","","","","","","","","terrestrial indet.","",""
"163844","occ","","","14672","cf. Mesodma sp.","genus","","","Mesodma","genus","39815","Puercan","","66","63.4","962","Chordata","Mammalia","Multituberculata","Neoplagiaulacidae","Mesodma","-106.099998","47.799999","Hell Creek","","","","sandstone","","","","","","coarse channel fill","",""
"163845","occ","","","14672","Cimexomys minor","species","","","Cimexomys minor","species","45108","Puercan","","66","63.4","962","Chordata","Mammalia","Multituberculata","NO_FAMILY_SPECIFIED","Cimexomys","-106.099998","47.799999","Hell Creek","","","","sandstone","","","","","","coarse channel fill","",""
"163846","occ","","","14672","Stygimys kuszmauli","species","","","Stygimys kuszmauli","species","51835","Puercan","","66","63.4","962","Chordata","Mammalia","Multituberculata","Eucosmodontidae","Stygimys","-106.099998","47.799999","Hell Creek","","","","sandstone","","","","","","coarse channel fill","",""
"163847","occ","","","14672","Protungulatum donnae","species","","","Protungulatum donnae","species","51116","Puercan","","66","63.4","962","Chordata","Mammalia","Procreodi","Arctocyonidae","Protungulatum","-106.099998","47.799999","Hell Creek","","","","sandstone","","","","","","coarse channel fill","",""
"163848","occ","","","14672","Protungulatum gorgun","species","","","Protungulatum gorgun","species","51117","Puercan","","66","63.4","3485","Chordata","Mammalia","Procreodi","Arctocyonidae","Protungulatum","-106.099998","47.799999","Hell Creek","","","","sandstone","","","","","","coarse channel fill","",""
"163849","occ","","","14672","Protungulatum sp.","genus","","","Protungulatum","genus","40211","Puercan","","66","63.4","962","Chordata","Mammalia","Procreodi","Arctocyonidae","Protungulatum","-106.099998","47.799999","Hell Creek","","","","sandstone","","","","","","coarse channel fill","",""
"163850","occ","","","14672","Mimatuta morgoth","species","","","Mimatuta morgoth","species","48620","Puercan","","66","63.4","3485","Chordata","Mammalia","Procreodi","Arctocyonidae","Mimatuta","-106.099998","47.799999","Hell Creek","","","","sandstone","","","","","","coarse channel fill","",""
"163851","occ","","","14672","Catopsalis joyneri","species","","recombined as","Valenopsalis joyneri","species","44971","Puercan","","66","63.4","962","Chordata","Mammalia","Multituberculata","Taeniolabididae","Valenopsalis","-106.099998","47.799999","Hell Creek","","","","sandstone","","","","","","coarse channel fill","",""
"163852","occ","","","14672","Procerberus formicarum","species","","","Procerberus formicarum","species","50717","Puercan","","66","63.4","962","Chordata","Mammalia","Cimolesta","Cimolestidae","Procerberus","-106.099998","47.799999","Hell Creek","","","","sandstone","","","","","","coarse channel fill","",""
"163853","occ","","","14672","Baioconodon sp.","genus","","","Baioconodon","genus","42899","Puercan","","66","63.4","1535","Chordata","Mammalia","Procreodi","Arctocyonidae","Baioconodon","-106.099998","47.799999","Hell Creek","","","","sandstone","","","","","","coarse channel fill","",""
"163854","occ","","","14673","Oxyprimus sp.","genus","","","Oxyprimus","genus","42255","Puercan","","66","63.4","2255","Chordata","Mammalia","Procreodi","Arctocyonidae","Oxyprimus","-106.227898","47.666698","","","","","","","","","","","terrestrial indet.","",""
